revenue,rating
0.0,6.941
104731450.0,7.8
90029656.0,6.0
8212430.0,8.1
55600000.0,5.5
36407407.0,7.1
0.0,7.9
0.0,6.4
0.0,5.6
0.0,6.8
48668907.0,5.305
58147.0,6.3
17555141.0,7.3
60300000.0,7.4
107000000.0,6.105
16533595.0,6.2
0.0,7.15
0.0,7.0
98159963.0,6.0
0.0,7.2
12884923.0,6.647
117224271.0,6.6
0.0,6.2
0.0,4.489
203509374.0,5.6
71594792.0,6.003
0.0,7.9
152300000.0,6.1
0.0,6.5
33583175.0,6.1
0.0,5.9
3156482.0,6.5
77477008.0,6.1
