country,release_year,language,budget,cast_numbers,genre_numbers,director_number,first_genre,month_name,day,mean,std,var,labels
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Thriller,September,3.0,0.0275,0.0651,0.0042,25.0
United States of America,2015.0,en,60000000.0,5.0,4.0,1.0,Western,December,11.0,0.0224,0.0671,0.0045,35.0
United States of America,2015.0,en,35000000.0,5.0,2.0,1.0,History,September,30.0,0.0259,0.0658,0.0043,43.0
United Kingdom,2015.0,en,0.0,5.0,2.0,1.0,Romance,June,19.0,0.0243,0.0664,0.0044,14.0
United States of America,2015.0,en,40000000.0,5.0,1.0,1.0,Comedy,March,26.0,0.0255,0.066,0.0044,13.0
"France, United Kingdom",2015.0,en,6000000.0,5.0,4.0,1.0,Drama,August,26.0,0.0309,0.0636,0.004,46.0
United States of America,2015.0,en,14800000.0,5.0,2.0,1.0,Comedy,July,1.0,0.0196,0.0679,0.0046,27.0
United States of America,2015.0,en,10000000.0,5.0,2.0,1.0,Horror,October,21.0,0.0246,0.0663,0.0044,35.0
"Canada, Ireland, United Kingdom, United States of America",2015.0,en,13000000.0,5.0,2.0,1.0,Drama,October,16.0,0.0242,0.0664,0.0044,15.0
United States of America,2015.0,en,0.0,5.0,4.0,2.0,Animation,March,9.0,0.0196,0.0679,0.0046,10.0
United Kingdom,2015.0,en,14500000.0,5.0,2.0,1.0,Drama,April,23.0,0.0261,0.0657,0.0043,28.0
Austria,2015.0,de,0.0,5.0,3.0,2.0,Horror,January,8.0,0.0308,0.0637,0.0041,26.0
"Canada, United States of America, United Kingdom",2015.0,en,11000000.0,5.0,3.0,1.0,Western,September,16.0,0.0263,0.0656,0.0043,41.0
United States of America,2015.0,en,20000000.0,5.0,3.0,1.0,Adventure,June,26.0,0.0306,0.0637,0.0041,34.0
Norway,2015.0,no,5904067.0,5.0,3.0,1.0,Action,August,28.0,0.0251,0.0661,0.0044,37.0
Mexico,2015.0,es,5300000.0,5.0,4.0,2.0,Animation,September,4.0,0.0226,0.067,0.0045,31.0
"France, Canada",2015.0,fr,17000000.0,5.0,4.0,2.0,Animation,February,5.0,0.0273,0.0652,0.0043,22.0
"South Africa, United States of America",2015.0,en,20000000.0,5.0,3.0,1.0,Action,October,15.0,0.0301,0.064,0.0041,13.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Action,April,25.0,0.0204,0.0677,0.0046,33.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Animation,November,3.0,0.0291,0.0645,0.0042,47.0
"Australia, United Kingdom",2015.0,en,11930000.0,5.0,3.0,1.0,Drama,October,29.0,0.0273,0.0652,0.0043,33.0
United States of America,2015.0,en,60000000.0,5.0,2.0,1.0,Drama,December,24.0,0.0306,0.0638,0.0041,23.0
United States of America,2015.0,en,8900000.0,5.0,3.0,1.0,Action,November,13.0,0.0327,0.0627,0.0039,48.0
"Canada, Spain, United States of America",2015.0,en,20000000.0,5.0,3.0,1.0,Horror,October,1.0,0.0196,0.0679,0.0046,36.0
Japan,2015.0,ja,0.0,5.0,6.0,1.0,Action,July,11.0,0.032,0.0631,0.004,34.0
France,2015.0,fr,0.0,5.0,2.0,1.0,Drama,June,24.0,0.024,0.0665,0.0044,2.0
"Australia, United States of America",2015.0,en,5000000.0,5.0,3.0,1.0,Thriller,July,31.0,0.0293,0.0644,0.0041,23.0
United States of America,2015.0,en,3000000.0,5.0,6.0,1.0,Animation,September,1.0,0.029,0.0645,0.0042,20.0
"Norway, Sweden",2015.0,sv,0.0,5.0,2.0,1.0,Comedy,December,25.0,0.024,0.0665,0.0044,5.0
United States of America,2015.0,en,0.0,1.0,1.0,1.0,Documentary,January,27.0,0.028,0.0649,0.0042,27.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Drama,May,31.0,0.0214,0.0674,0.0045,2.0
South Korea,2015.0,ko,0.0,5.0,3.0,1.0,Action,July,22.0,0.015,0.0691,0.0048,12.0
"Russia, United States of America, China",2015.0,en,2000000.0,5.0,3.0,1.0,Action,September,12.0,0.03,0.064,0.0041,35.0
United States of America,2015.0,en,0.0,5.0,1.0,1.0,Horror,September,16.0,0.0228,0.0669,0.0045,14.0
other,2015.0,ko,0.0,5.0,2.0,1.0,Comedy,April,30.0,0.0198,0.0679,0.0046,47.0
"Germany, France, Luxembourg, United Kingdom",2015.0,en,14000000.0,5.0,2.0,1.0,Drama,June,24.0,0.0201,0.0678,0.0046,33.0
Norway,2015.0,no,0.0,5.0,1.0,1.0,Drama,March,27.0,0.0225,0.0671,0.0045,49.0
"France, United Kingdom",2015.0,en,25000000.0,5.0,4.0,2.0,Family,February,5.0,0.0293,0.0644,0.0041,10.0
Russia,2015.0,ru,18000000.0,5.0,2.0,1.0,Fantasy,December,3.0,0.0236,0.0667,0.0044,9.0
United States of America,2015.0,en,8500000.0,5.0,2.0,1.0,Romance,February,20.0,0.0247,0.0663,0.0044,1.0
China,2015.0,zh,0.0,5.0,3.0,1.0,Adventure,September,30.0,0.0241,0.0665,0.0044,23.0
United States of America,2015.0,en,0.0,5.0,5.0,2.0,Science Fiction,May,28.0,0.0291,0.0645,0.0042,27.0
"Canada, United States of America",2015.0,en,0.0,5.0,4.0,1.0,Animation,December,18.0,0.029,0.0645,0.0042,13.0
"Russia, Ukraine",2015.0,ru,5000000.0,5.0,3.0,1.0,War,April,2.0,0.023,0.0669,0.0045,23.0
"Switzerland, United Kingdom, United States of America",2015.0,en,4000000.0,5.0,2.0,1.0,Horror,May,8.0,0.0303,0.0639,0.0041,5.0
"Hong Kong, China",2015.0,zh,65000000.0,5.0,4.0,1.0,Adventure,February,19.0,0.0263,0.0656,0.0043,18.0
United States of America,2015.0,en,11000000.0,5.0,1.0,1.0,Action,January,15.0,0.0207,0.0676,0.0046,14.0
United Kingdom,2015.0,en,0.0,5.0,2.0,1.0,Comedy,February,13.0,0.0319,0.0631,0.004,28.0
United States of America,2015.0,en,100000000.0,5.0,4.0,1.0,Music,January,23.0,0.0227,0.067,0.0045,6.0
United Kingdom,2015.0,en,13000000.0,5.0,3.0,1.0,Drama,September,7.0,0.0299,0.0641,0.0041,2.0
"Belgium, France",2015.0,fr,17800000.0,5.0,3.0,1.0,Comedy,October,14.0,0.0298,0.0641,0.0041,41.0
"France, United Kingdom",2015.0,en,15000000.0,5.0,2.0,1.0,Drama,September,22.0,0.0289,0.0646,0.0042,5.0
Germany,2015.0,de,3196621.0,5.0,1.0,1.0,Comedy,October,8.0,0.0253,0.066,0.0044,27.0
China,2015.0,zh,37000000.0,5.0,3.0,1.0,Action,December,18.0,0.0243,0.0664,0.0044,21.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Animation,October,19.0,0.0283,0.0648,0.0042,2.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Drama,November,5.0,0.0298,0.0641,0.0041,2.0
"Belgium, Germany, Ireland, Luxembourg",2015.0,en,6000000.0,5.0,4.0,1.0,Animation,March,26.0,0.0225,0.0671,0.0045,33.0
Canada,2015.0,en,0.0,5.0,4.0,1.0,Comedy,February,13.0,0.0149,0.0691,0.0048,8.0
"Chile, Colombia, Spain, United States of America",2015.0,en,25000000.0,5.0,2.0,1.0,Drama,August,6.0,0.0237,0.0666,0.0044,16.0
United States of America,2015.0,en,0.0,5.0,3.0,2.0,Animation,March,2.0,0.0245,0.0663,0.0044,29.0
"United States of America, Canada",2015.0,en,0.0,5.0,3.0,1.0,TV Movie,April,12.0,0.0264,0.0656,0.0043,25.0
Japan,2015.0,ja,0.0,5.0,2.0,1.0,Action,May,2.0,0.0267,0.0655,0.0043,47.0
Japan,2015.0,ja,0.0,5.0,4.0,1.0,Animation,October,2.0,0.0221,0.0672,0.0045,28.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Family,October,7.0,0.0204,0.0677,0.0046,23.0
United States of America,2015.0,en,37000000.0,5.0,3.0,1.0,Drama,May,29.0,0.0333,0.0624,0.0039,38.0
United States of America,2015.0,en,3000000.0,5.0,2.0,1.0,Comedy,March,13.0,0.0277,0.065,0.0042,14.0
"India, United Kingdom, United States of America",2015.0,en,150000000.0,5.0,4.0,1.0,Fantasy,September,24.0,0.029,0.0645,0.0042,2.0
South Korea,2015.0,ko,0.0,5.0,2.0,1.0,Drama,November,19.0,0.0303,0.0639,0.0041,23.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Drama,May,2.0,0.018,0.0684,0.0047,43.0
"United Kingdom, Belgium",2015.0,en,0.0,5.0,1.0,1.0,Drama,November,22.0,0.031,0.0635,0.004,21.0
"Italy, United States of America",2015.0,en,22400000.0,5.0,1.0,1.0,Drama,October,1.0,0.0225,0.0671,0.0045,54.0
United States of America,2015.0,en,25000000.0,5.0,3.0,1.0,Comedy,November,20.0,0.0265,0.0656,0.0043,18.0
"Hong Kong, Thailand, United States of America",2015.0,en,0.0,5.0,2.0,1.0,Action,March,10.0,0.0343,0.0618,0.0038,23.0
"Czech Republic, Japan, South Korea, United States of America",2015.0,en,40000000.0,5.0,2.0,1.0,Action,April,3.0,0.0269,0.0654,0.0043,51.0
China,2015.0,zh,15000000.0,5.0,4.0,1.0,Comedy,December,31.0,0.0219,0.0672,0.0045,33.0
"France, United Kingdom, United States of America",2015.0,en,20000000.0,5.0,4.0,1.0,Thriller,April,8.0,0.0216,0.0673,0.0045,14.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Comedy,June,26.0,0.0273,0.0652,0.0043,6.0
United States of America,2015.0,en,35000000.0,5.0,1.0,1.0,Drama,November,12.0,0.0327,0.0627,0.0039,9.0
United States of America,2015.0,en,0.0,5.0,1.0,1.0,Fantasy,February,24.0,0.0211,0.0675,0.0046,13.0
France,2015.0,fr,37580800.0,5.0,3.0,1.0,Adventure,April,8.0,0.0206,0.0676,0.0046,4.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Drama,February,20.0,0.0263,0.0656,0.0043,20.0
"Italy, France, United Kingdom, Switzerland",2015.0,it,13360000.0,5.0,2.0,1.0,Comedy,May,20.0,0.0246,0.0663,0.0044,15.0
United States of America,2015.0,en,5000000.0,5.0,1.0,1.0,Drama,September,11.0,0.0279,0.065,0.0042,21.0
"Belgium, Germany, Switzerland",2015.0,de,8800000.0,5.0,3.0,1.0,Adventure,December,10.0,0.0243,0.0664,0.0044,20.0
United States of America,2015.0,en,12000000.0,5.0,3.0,1.0,Mystery,June,18.0,0.0204,0.0677,0.0046,10.0
United States of America,2015.0,en,0.0,5.0,5.0,1.0,Action,October,6.0,0.0182,0.0683,0.0047,20.0
"China, Hong Kong",2015.0,cn,36000000.0,5.0,3.0,1.0,Action,December,24.0,0.0254,0.066,0.0044,57.0
"United Kingdom, Italy, France",2015.0,it,12000000.0,5.0,3.0,1.0,Romance,May,14.0,0.0195,0.068,0.0046,16.0
"Finland, Germany, United Kingdom",2015.0,en,8500000.0,5.0,3.0,1.0,Action,March,19.0,0.0242,0.0664,0.0044,48.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Horror,August,28.0,0.0187,0.0682,0.0046,51.0
United States of America,2015.0,en,15000000.0,5.0,1.0,1.0,Drama,October,27.0,0.0201,0.0678,0.0046,12.0
"Morocco, United States of America",2015.0,en,15000000.0,5.0,3.0,1.0,Drama,September,3.0,0.0244,0.0664,0.0044,14.0
Japan,2015.0,ja,0.0,5.0,4.0,1.0,Animation,September,19.0,0.0215,0.0674,0.0045,14.0
"France, Spain",2015.0,es,11332619.0,5.0,3.0,1.0,Drama,December,25.0,0.0172,0.0686,0.0047,54.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Drama,June,12.0,0.0275,0.0651,0.0042,43.0
United Kingdom,2015.0,en,0.0,5.0,2.0,1.0,Documentary,July,2.0,0.0321,0.063,0.004,2.0
"United Kingdom, United States of America",2015.0,en,30000000.0,5.0,2.0,1.0,Drama,October,9.0,0.0246,0.0663,0.0044,50.0
United States of America,2015.0,en,0.0,5.0,2.0,2.0,Horror,October,9.0,0.0267,0.0655,0.0043,14.0
United States of America,2015.0,en,2300000.0,5.0,1.0,1.0,Drama,March,20.0,0.0164,0.0688,0.0047,4.0
United States of America,2015.0,en,0.0,5.0,4.0,1.0,Fantasy,December,10.0,0.0264,0.0656,0.0043,25.0
"Canada, United States of America",2015.0,en,10000000.0,5.0,3.0,1.0,Action,February,27.0,0.0164,0.0688,0.0047,14.0
United States of America,2015.0,en,19000000.0,5.0,2.0,1.0,Thriller,September,16.0,0.0284,0.0647,0.0042,3.0
United States of America,2015.0,en,28000000.0,5.0,2.0,1.0,Comedy,September,11.0,0.0206,0.0676,0.0046,6.0
United States of America,2015.0,en,17000000.0,5.0,3.0,1.0,Comedy,November,12.0,0.0255,0.066,0.0044,10.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Comedy,October,9.0,0.0347,0.0616,0.0038,2.0
United States of America,2015.0,en,8000000.0,3.0,4.0,2.0,Animation,December,30.0,0.0264,0.0656,0.0043,12.0
United States of America,2015.0,en,2000000.0,5.0,2.0,1.0,Drama,August,7.0,0.0249,0.0662,0.0044,15.0
United States of America,2015.0,en,100000.0,5.0,2.0,1.0,Comedy,July,10.0,0.0261,0.0657,0.0043,14.0
Canada,2015.0,en,0.0,5.0,4.0,1.0,War,October,9.0,0.0237,0.0666,0.0044,22.0
Japan,2015.0,ja,0.0,5.0,2.0,2.0,Science Fiction,June,20.0,0.0201,0.0678,0.0046,54.0
"China, Hong Kong",2015.0,zh,0.0,5.0,3.0,1.0,Comedy,July,16.0,0.024,0.0665,0.0044,13.0
"United Kingdom, United States of America",2015.0,en,11000000.0,5.0,4.0,1.0,Drama,June,19.0,0.0249,0.0662,0.0044,27.0
United States of America,2015.0,en,0.0,5.0,5.0,1.0,Science Fiction,July,22.0,0.0235,0.0667,0.0044,13.0
Spain,2015.0,es,14000000.0,5.0,4.0,1.0,Comedy,August,28.0,0.0298,0.0641,0.0041,5.0
United States of America,2015.0,en,0.0,5.0,4.0,2.0,Animation,March,17.0,0.018,0.0684,0.0047,43.0
"France, United Kingdom",2015.0,en,14000000.0,5.0,2.0,1.0,Drama,October,16.0,0.027,0.0654,0.0043,2.0
Japan,2015.0,ja,0.0,5.0,3.0,1.0,Animation,May,23.0,0.0217,0.0673,0.0045,35.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Thriller,July,17.0,0.0221,0.0672,0.0045,38.0
South Korea,2015.0,ko,0.0,3.0,2.0,1.0,Romance,October,22.0,0.0236,0.0666,0.0044,16.0
United States of America,2015.0,en,0.0,5.0,4.0,2.0,Family,July,9.0,0.0321,0.063,0.004,34.0
"United Kingdom, United States of America",2015.0,en,0.0,5.0,2.0,1.0,Action,December,18.0,0.0287,0.0646,0.0042,20.0
United Kingdom,2015.0,en,0.0,5.0,1.0,1.0,Horror,October,1.0,0.0263,0.0657,0.0043,33.0
"Germany, Denmark",2015.0,da,5070773.0,5.0,3.0,1.0,War,December,3.0,0.0295,0.0642,0.0041,30.0
"United States of America, Mexico",2015.0,en,20000000.0,5.0,3.0,1.0,Comedy,April,23.0,0.0286,0.0647,0.0042,38.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Science Fiction,July,20.0,0.032,0.063,0.004,7.0
"Canada, United States of America",2015.0,en,0.0,5.0,2.0,1.0,Science Fiction,August,14.0,0.0237,0.0666,0.0044,2.0
"United Kingdom, United States of America",2015.0,en,40000000.0,5.0,3.0,1.0,Drama,November,10.0,0.027,0.0654,0.0043,53.0
"France, Japan",2015.0,ja,0.0,5.0,1.0,1.0,Drama,June,13.0,0.0247,0.0663,0.0044,10.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Family,November,16.0,0.0296,0.0642,0.0041,12.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Animation,August,12.0,0.0315,0.0633,0.004,2.0
Brazil,2015.0,en,0.0,5.0,1.0,1.0,Comedy,August,14.0,0.0318,0.0631,0.004,5.0
South Korea,2015.0,ko,0.0,5.0,2.0,1.0,Drama,April,29.0,0.0225,0.0671,0.0045,23.0
Canada,2015.0,en,0.0,5.0,2.0,1.0,Drama,September,19.0,0.0313,0.0634,0.004,7.0
United States of America,2015.0,en,8000000.0,5.0,1.0,1.0,Drama,September,25.0,0.0295,0.0643,0.0041,25.0
United Kingdom,2015.0,en,11000000.0,5.0,1.0,1.0,Drama,March,20.0,0.0227,0.067,0.0045,29.0
United States of America,2015.0,en,3300000.0,5.0,3.0,1.0,Horror,January,29.0,0.0241,0.0665,0.0044,13.0
United States of America,2015.0,en,0.0,5.0,4.0,1.0,Action,November,18.0,0.0243,0.0664,0.0044,48.0
United States of America,2015.0,en,0.0,5.0,4.0,1.0,TV Movie,June,26.0,0.0173,0.0686,0.0047,31.0
United States of America,2015.0,en,0.0,5.0,1.0,1.0,Horror,April,7.0,0.0208,0.0676,0.0046,44.0
"France, Hungary",2015.0,hu,1000000.0,5.0,3.0,1.0,War,June,11.0,0.0237,0.0666,0.0044,43.0
United States of America,2015.0,en,0.0,5.0,4.0,7.0,Fantasy,September,17.0,0.0258,0.0658,0.0043,14.0
Japan,2015.0,ja,0.0,5.0,2.0,1.0,Action,July,4.0,0.0328,0.0626,0.0039,24.0
"Belgium, Canada, France",2015.0,en,15000000.0,5.0,3.0,1.0,Drama,March,12.0,0.0341,0.062,0.0038,5.0
South Korea,2015.0,ko,0.0,5.0,2.0,1.0,Fantasy,August,20.0,0.0277,0.0651,0.0042,33.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Crime,June,5.0,0.0349,0.0615,0.0038,1.0
"Brazil, United States of America",2015.0,en,6000000.0,5.0,2.0,1.0,Drama,September,11.0,0.0269,0.0654,0.0043,2.0
United States of America,2015.0,en,8000000.0,5.0,3.0,1.0,Adventure,September,2.0,0.0222,0.0671,0.0045,22.0
"United Kingdom, United States of America",2015.0,en,0.0,5.0,2.0,1.0,Drama,March,26.0,0.0279,0.065,0.0042,14.0
Japan,2015.0,ja,0.0,5.0,1.0,1.0,Drama,December,12.0,0.0226,0.067,0.0045,28.0
South Korea,2015.0,ko,0.0,5.0,4.0,1.0,Mystery,November,5.0,0.0221,0.0672,0.0045,14.0
United States of America,2015.0,en,0.0,5.0,5.0,1.0,Action,June,18.0,0.015,0.0691,0.0048,14.0
Japan,2015.0,ja,0.0,5.0,2.0,1.0,Comedy,September,4.0,0.0302,0.0639,0.0041,38.0
"Argentina, Colombia, Venezuela",2015.0,es,1400000.0,5.0,2.0,1.0,Drama,May,25.0,0.0225,0.0671,0.0045,39.0
"Ireland, United Kingdom",2015.0,en,0.0,5.0,2.0,1.0,Fantasy,November,6.0,0.0237,0.0666,0.0044,14.0
United States of America,2015.0,en,0.0,5.0,2.0,2.0,Comedy,July,4.0,0.0239,0.0665,0.0044,14.0
"Switzerland, United States of America",2015.0,en,28000000.0,5.0,2.0,1.0,Action,August,19.0,0.0243,0.0664,0.0044,8.0
Germany,2015.0,de,0.0,5.0,4.0,1.0,Family,May,14.0,0.0214,0.0674,0.0045,18.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Action,March,17.0,0.0264,0.0656,0.0043,41.0
South Korea,2015.0,ko,0.0,5.0,3.0,1.0,Action,January,21.0,0.0198,0.0679,0.0046,36.0
"United Kingdom, United States of America",2015.0,en,9600000.0,5.0,1.0,1.0,Drama,October,16.0,0.0264,0.0656,0.0043,29.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Horror,August,31.0,0.0156,0.069,0.0048,54.0
South Korea,2015.0,ko,0.0,5.0,3.0,1.0,Drama,January,29.0,0.0201,0.0678,0.0046,54.0
India,2015.0,hi,11000000.0,5.0,2.0,1.0,Drama,May,1.0,0.0234,0.0667,0.0045,18.0
"United States of America, Malta",2015.0,en,10000000.0,5.0,2.0,1.0,Drama,November,12.0,0.0225,0.0671,0.0045,40.0
China,2015.0,zh,12000000.0,5.0,3.0,1.0,Action,April,2.0,0.028,0.065,0.0042,5.0
United States of America,2015.0,en,0.0,5.0,3.0,3.0,Horror,November,1.0,0.0207,0.0676,0.0046,30.0
Germany,2015.0,de,0.0,5.0,2.0,1.0,History,April,9.0,0.0351,0.0614,0.0038,2.0
United Kingdom,2015.0,en,0.0,5.0,2.0,1.0,Thriller,April,11.0,0.0249,0.0662,0.0044,15.0
"Australia, New Zealand, United Kingdom",2015.0,en,2000000.0,5.0,3.0,1.0,Western,May,15.0,0.0273,0.0652,0.0043,20.0
"Luxembourg, Belgium, France",2015.0,fr,8700000.0,5.0,2.0,1.0,Comedy,September,2.0,0.0295,0.0643,0.0041,25.0
United States of America,2015.0,en,10000000.0,5.0,2.0,1.0,Comedy,April,3.0,0.0312,0.0634,0.004,20.0
South Korea,2015.0,ko,0.0,5.0,2.0,1.0,Drama,October,14.0,0.0201,0.0678,0.0046,51.0
"Canada, France",2015.0,en,0.0,5.0,2.0,1.0,Thriller,October,3.0,0.0332,0.0624,0.0039,23.0
United States of America,2015.0,en,0.0,5.0,5.0,1.0,Mystery,June,5.0,0.0262,0.0657,0.0043,38.0
Japan,2015.0,ja,0.0,5.0,2.0,1.0,Comedy,May,1.0,0.023,0.0669,0.0045,21.0
"France, United Kingdom",2015.0,fr,0.0,5.0,2.0,1.0,Action,August,19.0,0.0228,0.0669,0.0045,39.0
"Germany, United States of America",2015.0,en,35000000.0,5.0,1.0,1.0,Comedy,March,5.0,0.0311,0.0635,0.004,5.0
Spain,2015.0,es,4500000.0,5.0,3.0,1.0,Comedy,November,20.0,0.0227,0.067,0.0045,37.0
Japan,2015.0,ja,0.0,5.0,4.0,1.0,Horror,September,5.0,0.0273,0.0652,0.0043,48.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Action,May,19.0,0.022,0.0672,0.0045,7.0
United States of America,2015.0,en,2000000.0,5.0,3.0,1.0,Drama,April,8.0,0.0344,0.0618,0.0038,23.0
Japan,2015.0,ja,46597700.0,5.0,6.0,1.0,Comedy,March,7.0,0.0313,0.0634,0.004,10.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Animation,January,29.0,0.0241,0.0665,0.0044,12.0
South Korea,2015.0,ko,0.0,5.0,3.0,1.0,Drama,April,20.0,0.0141,0.0693,0.0048,51.0
United States of America,2015.0,en,0.0,5.0,1.0,1.0,Action,September,27.0,0.028,0.0649,0.0042,51.0
United States of America,2015.0,en,5000000.0,5.0,3.0,1.0,Horror,May,15.0,0.0289,0.0645,0.0042,2.0
United Kingdom,2015.0,en,0.0,5.0,2.0,2.0,Animation,December,7.0,0.0298,0.0641,0.0041,7.0
India,2015.0,hi,19500000.0,5.0,3.0,1.0,History,December,18.0,0.0305,0.0638,0.0041,38.0
United States of America,2015.0,en,36000000.0,5.0,1.0,1.0,Comedy,February,20.0,0.0284,0.0648,0.0042,35.0
"France, Italy, United States of America",2015.0,en,0.0,5.0,3.0,1.0,Drama,November,26.0,0.0334,0.0623,0.0039,57.0
United States of America,2015.0,en,3000000.0,5.0,3.0,1.0,Thriller,March,17.0,0.0265,0.0656,0.0043,15.0
United States of America,2015.0,en,1000000.0,5.0,1.0,1.0,Horror,January,5.0,0.0285,0.0647,0.0042,23.0
United States of America,2015.0,en,0.0,5.0,1.0,1.0,Action,September,11.0,0.0229,0.0669,0.0045,22.0
"Canada, United States of America",2015.0,en,0.0,5.0,3.0,1.0,Animation,October,24.0,0.0246,0.0663,0.0044,24.0
United States of America,2015.0,en,10000000.0,5.0,3.0,1.0,Drama,May,29.0,0.0245,0.0663,0.0044,11.0
United States of America,2015.0,en,0.0,3.0,2.0,2.0,Animation,November,4.0,0.0248,0.0662,0.0044,14.0
United States of America,2015.0,en,15000000.0,5.0,4.0,1.0,Action,April,23.0,0.0218,0.0673,0.0045,21.0
United States of America,2015.0,en,5300000.0,5.0,2.0,1.0,Comedy,March,6.0,0.0227,0.067,0.0045,4.0
"China, Hong Kong, Taiwan",2015.0,zh,2700000.0,5.0,2.0,1.0,Romance,August,13.0,0.0251,0.0661,0.0044,14.0
"Canada, United States of America",2015.0,en,0.0,5.0,2.0,1.0,TV Movie,October,3.0,0.0251,0.0661,0.0044,42.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,Thriller,August,28.0,0.0198,0.0679,0.0046,48.0
China,2015.0,zh,250000.0,5.0,3.0,1.0,Crime,December,18.0,0.0306,0.0638,0.0041,20.0
United States of America,2015.0,en,1950000.0,5.0,1.0,1.0,Action,April,10.0,0.0231,0.0668,0.0045,54.0
United States of America,2015.0,en,0.0,5.0,3.0,1.0,Thriller,September,12.0,0.0293,0.0644,0.0041,7.0
United States of America,2015.0,en,12000000.0,5.0,1.0,2.0,Drama,October,15.0,0.0272,0.0653,0.0043,26.0
China,2015.0,zh,0.0,5.0,1.0,1.0,Action,July,3.0,0.0281,0.0649,0.0042,20.0
United States of America,2015.0,en,0.0,5.0,1.0,1.0,Drama,July,31.0,0.0277,0.0651,0.0042,22.0
United States of America,2015.0,en,0.0,5.0,1.0,1.0,Documentary,March,15.0,0.0303,0.0639,0.0041,44.0
France,2015.0,fr,9458736.0,5.0,1.0,2.0,Comedy,December,2.0,0.033,0.0625,0.0039,20.0
"Belgium, Sweden, United Kingdom",2015.0,en,0.0,5.0,3.0,1.0,Comedy,May,14.0,0.0231,0.0668,0.0045,40.0
United States of America,2015.0,en,1000000.0,5.0,1.0,1.0,Documentary,September,2.0,0.0228,0.0669,0.0045,47.0
Japan,2015.0,ja,625000.0,5.0,4.0,1.0,Action,July,3.0,0.0246,0.0663,0.0044,44.0
United States of America,2015.0,en,0.0,5.0,4.0,1.0,Action,March,13.0,0.0315,0.0633,0.004,7.0
United States of America,2015.0,en,12000000.0,5.0,2.0,1.0,Drama,September,11.0,0.0194,0.068,0.0046,53.0
South Korea,2015.0,ko,0.0,5.0,3.0,1.0,Horror,June,18.0,0.0202,0.0678,0.0046,6.0
Japan,2015.0,ja,0.0,5.0,4.0,1.0,Action,March,21.0,0.0254,0.066,0.0044,6.0
"France, Spain",2015.0,es,4670099.0,5.0,2.0,1.0,Thriller,September,21.0,0.0225,0.0671,0.0045,28.0
United States of America,2015.0,en,2000000.0,5.0,3.0,1.0,Crime,September,17.0,0.0246,0.0663,0.0044,18.0
"Australia, United Kingdom",2015.0,en,0.0,5.0,3.0,1.0,Mystery,July,25.0,0.0212,0.0675,0.0046,36.0
"France, Spain, United Kingdom, United States of America",2015.0,en,40000000.0,5.0,3.0,1.0,Action,February,16.0,0.0216,0.0673,0.0045,43.0
"China, France, Hong Kong, Taiwan",2015.0,zh,15000000.0,5.0,3.0,1.0,Drama,August,27.0,0.0276,0.0651,0.0042,14.0
"South Korea, Spain, United Kingdom, United States of America",2015.0,en,19500000.0,5.0,3.0,1.0,Thriller,October,14.0,0.0256,0.0659,0.0043,56.0
"United Kingdom, United States of America",2015.0,en,10000000.0,5.0,2.0,1.0,Drama,February,26.0,0.0218,0.0673,0.0045,46.0
United States of America,2015.0,en,10000000.0,5.0,3.0,1.0,Music,March,19.0,0.0217,0.0673,0.0045,6.0
"Iceland, New Zealand, Switzerland, United States of America",2015.0,en,0.0,3.0,3.0,1.0,Drama,August,13.0,0.018,0.0684,0.0047,38.0
United States of America,2015.0,en,7000000.0,5.0,3.0,1.0,Thriller,November,20.0,0.0334,0.0623,0.0039,33.0
United Kingdom,2015.0,en,0.0,5.0,2.0,1.0,Comedy,September,12.0,0.0166,0.0687,0.0047,43.0
United States of America,2015.0,en,100000.0,5.0,2.0,2.0,Horror,July,9.0,0.0263,0.0656,0.0043,10.0
United States of America,2015.0,en,0.0,5.0,2.0,1.0,War,August,3.0,0.0279,0.065,0.0042,21.0
