Dimension,Code,Title,ParentDimension,ParentCode,ParentTitle
ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,,,
ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,,,
ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,,,
ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,,,
ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,,,
